kind,source_segment,source_offset,source_linear,target_segment,target_offset,target_linear
far_call,3106,21471,71167,5915,5736,100376
far_call,3106,21487,71183,5915,5736,100376
far_call,3106,21503,71199,5915,5736,100376
near_call,3106,21531,71227,3106,22056,71752
near_jump,3106,21560,71256,3106,21602,71298
near_jump,3106,21567,71263,3106,21572,71268
near_jump,3106,21569,71265,3106,21902,71598
near_jump,3106,18912,68608,3106,18936,68632
near_jump,3106,18934,68630,3106,18959,68655
far_call,3106,104,49800,5915,4118,98758
near_jump,3106,130,49826,3106,153,49849
near_jump,3106,28641,78337,3106,28717,78413
near_jump,3106,28648,78344,3106,28661,78357
near_call,3106,28655,78351,3106,40900,90596
near_jump,3106,28676,78372,3106,28689,78385
near_call,3106,28683,78379,3106,40900,90596
near_jump,3106,28704,78400,3106,28717,78413
near_call,3106,28711,78407,3106,40900,90596
far_call,3106,28745,78441,5915,3552,98192
far_call,3106,28764,78460,5915,4118,98758
near_jump,3106,28812,78508,3106,28777,78473
near_jump,3106,28820,78516,3106,28835,78531
near_jump,3106,13945,63641,3106,13950,63646
near_jump,3106,13947,63643,3106,14229,63925
near_jump,3106,31669,81365,3106,31648,81344
far_call,5915,5706,100346,5915,1590,96230
near_jump,3106,33175,82871,3106,33154,82850
near_call,3106,33192,82888,3106,24624,74320
near_call,3106,33945,83641,3106,35738,85434
near_jump,3106,33956,83652,3106,33961,83657
near_jump,3106,33958,83654,3106,34108,83804
near_jump,5915,6925,101565,5915,6915,101555
near_jump,5915,6940,101580,5915,6954,101594
near_jump,5915,6945,101585,5915,6954,101594
near_jump,5915,6947,101587,5915,6960,101600
near_jump,5915,6952,101592,5915,6960,101600
near_jump,5915,6967,101607,5915,6976,101616
near_jump,3106,25185,74881,3106,25233,74929
near_jump,3106,25192,74888,3106,25205,74901
near_call,3106,25199,74895,3106,40900,90596
near_jump,3106,25220,74916,3106,25233,74929
near_call,3106,25227,74923,3106,40900,90596
far_call,3106,25245,74941,5915,4118,98758
far_call,3106,25272,74968,5915,3552,98192
far_call,3106,25291,74987,5915,4118,98758
near_jump,3106,25313,75009,3106,25322,75018
near_jump,3106,25320,75016,3106,25327,75023
far_call,3106,33425,83121,5915,4352,98992
far_call,3106,33440,83136,5915,5736,100376
far_call,3106,33457,83153,5915,5722,100362
near_jump,3106,33484,83180,3106,33453,83149
near_jump,3106,33527,83223,3106,33491,83187
far_call,3106,33540,83236,5915,4352,98992
near_jump,3106,33551,83247,3106,33568,83264
far_call,3106,33556,83252,5915,3520,98160
near_jump,3106,33564,83260,3106,33288,82984
far_call,3106,7981,57677,5915,4352,98992
far_call,3106,8000,57696,5915,4352,98992
far_call,3106,8019,57715,5915,4352,98992
far_call,3106,8038,57734,5915,4352,98992
far_call,3106,8057,57753,5915,4352,98992
near_jump,3106,8096,57792,3106,8070,57766
far_call,3106,8175,57871,5915,4352,98992
far_call,3106,8194,57890,5915,4352,98992
far_call,3106,8213,57909,5915,4352,98992
far_call,3106,8232,57928,5915,4352,98992
far_call,3106,8251,57947,5915,4352,98992
far_call,3106,8270,57966,5915,4352,98992
far_call,3106,8289,57985,5915,4352,98992
far_call,3106,8308,58004,5915,4352,98992
far_call,3106,8327,58023,5915,4352,98992
far_call,3106,8346,58042,5915,4352,98992
far_call,3106,8365,58061,5915,4352,98992
far_call,3106,8384,58080,5915,4352,98992
far_call,3106,8403,58099,5915,4352,98992
far_call,3106,8422,58118,5915,4352,98992
far_call,3106,8441,58137,5915,4352,98992
far_call,3106,8460,58156,5915,4352,98992
far_call,3106,8479,58175,5915,4352,98992
far_call,3106,8498,58194,5915,4352,98992
far_call,3106,8517,58213,5915,4352,98992
far_call,3106,8536,58232,5915,4352,98992
far_call,3106,8555,58251,5915,4352,98992
far_call,3106,8574,58270,5915,4352,98992
far_call,3106,8593,58289,5915,4352,98992
far_call,3106,8612,58308,5915,4352,98992
far_call,3106,8631,58327,5915,4352,98992
far_call,3106,8650,58346,5915,4352,98992
far_call,3106,8669,58365,5915,4352,98992
far_call,3106,8688,58384,5915,4352,98992
far_call,3106,8707,58403,5915,4352,98992
far_call,3106,8726,58422,5915,4352,98992
far_call,3106,8745,58441,5915,4352,98992
far_call,3106,8764,58460,5915,4352,98992
far_call,3106,8783,58479,5915,4352,98992
far_call,3106,8802,58498,5915,4352,98992
far_call,3106,8821,58517,5915,4352,98992
far_call,3106,8840,58536,5915,4352,98992
far_call,3106,8859,58555,5915,4352,98992
far_call,3106,8878,58574,5915,4352,98992
far_call,3106,8897,58593,5915,4352,98992
far_call,3106,8916,58612,5915,4352,98992
far_call,3106,8935,58631,5915,4352,98992
far_call,3106,8956,58652,5915,4352,98992
far_call,3106,8977,58673,5915,4352,98992
far_call,3106,8998,58694,5915,4352,98992
far_call,3106,9019,58715,5915,4352,98992
far_call,3106,9042,58738,5915,4352,98992
far_call,3106,9061,58757,5915,4352,98992
far_call,3106,9080,58776,5915,4352,98992
far_call,3106,9101,58797,5915,4352,98992
far_call,3106,9122,58818,5915,4352,98992
far_call,3106,9143,58839,5915,4352,98992
far_call,3106,9164,58860,5915,4352,98992
far_call,3106,9185,58881,5915,4352,98992
far_call,3106,9206,58902,5915,4352,98992
far_call,3106,9227,58923,5915,4352,98992
far_call,3106,9248,58944,5915,4352,98992
far_call,3106,9267,58963,5915,4352,98992
far_call,3106,9286,58982,5915,4352,98992
far_call,3106,9305,59001,5915,4352,98992
far_call,3106,9324,59020,5915,4352,98992
far_call,3106,9343,59039,5915,4352,98992
far_call,3106,9362,59058,5915,4352,98992
far_call,3106,9382,59078,5915,4352,98992
far_call,3106,9402,59098,5915,4352,98992
far_call,3106,9421,59117,5915,4352,98992
far_call,3106,9440,59136,5915,4352,98992
far_call,3106,9459,59155,5915,4352,98992
far_call,3106,9478,59174,5915,4352,98992
far_call,3106,9497,59193,5915,4352,98992
far_call,3106,9516,59212,5915,4352,98992
far_call,3106,9535,59231,5915,4352,98992
far_call,3106,9554,59250,5915,4352,98992
far_call,3106,9573,59269,5915,4352,98992
far_call,3106,9592,59288,5915,4352,98992
far_call,3106,9611,59307,5915,4352,98992
far_call,3106,9630,59326,5915,4352,98992
far_call,3106,9649,59345,5915,4352,98992
far_call,3106,9668,59364,5915,4352,98992
far_call,3106,9687,59383,5915,4352,98992
far_call,3106,9706,59402,5915,4352,98992
far_call,3106,9725,59421,5915,4352,98992
far_call,3106,9744,59440,5915,4352,98992
far_call,3106,9763,59459,5915,4352,98992
far_call,3106,9782,59478,5915,4352,98992
far_call,3106,9801,59497,5915,4352,98992
far_call,3106,9812,59508,5915,3520,98160
near_call,3106,9825,59521,3106,2146,51842
near_jump,3106,31803,81499,3106,31785,81481
near_jump,3106,31815,81511,3106,31825,81521
far_call,3106,31872,81568,5915,5632,100272
far_call,3106,31898,81594,5915,5244,99884
near_call,3106,31917,81613,3106,24624,74320
far_call,3106,31923,81619,5915,6614,101254
far_call,3106,31940,81636,5915,6592,101232
far_call,3106,31948,81644,5915,6616,101256
near_jump,3106,31953,81649,3106,31964,81660
near_jump,2065,9787,42827,2065,9809,42849
near_jump,2065,9794,42834,2065,9809,42849
far_call,2065,9801,42841,3106,40900,90596
near_jump,2065,9814,42854,2065,9850,42890
near_jump,2065,9830,42870,2065,9850,42890
far_call,2065,9840,42880,3106,22406,72102
near_jump,2065,9848,42888,2065,9932,42972
near_jump,2065,9971,43011,2065,10100,43140
near_jump,2065,9978,43018,2065,9985,43025
near_call,3106,5525,55221,3106,15908,65604
far_call,3106,5539,55235,5915,4118,98758
far_call,3106,5558,55254,5915,4118,98758
far_call,3106,5577,55273,5915,4118,98758
near_jump,3106,5592,55288,3106,5600,55296
near_call,3106,5665,55361,3106,13912,63608
near_call,3106,5672,55368,3106,15326,65022
far_call,3106,5686,55382,5915,4118,98758
far_call,3106,5705,55401,5915,4118,98758
far_call,3106,5724,55420,5915,4118,98758
far_call,3106,5743,55439,5915,4118,98758
far_call,3106,5762,55458,5915,4118,98758
far_call,3106,5781,55477,5915,4118,98758
far_call,3106,5800,55496,5915,4118,98758
far_call,3106,5819,55515,5915,4118,98758
far_call,3106,5838,55534,5915,4118,98758
far_call,3106,5857,55553,5915,4118,98758
far_call,3106,5876,55572,5915,4118,98758
far_call,3106,5895,55591,5915,4118,98758
far_call,3106,5914,55610,5915,4118,98758
far_call,3106,5933,55629,5915,4118,98758
far_call,3106,5952,55648,5915,4118,98758
far_call,3106,5971,55667,5915,4118,98758
far_call,3106,5990,55686,5915,4118,98758
far_call,3106,6009,55705,5915,4118,98758
far_call,3106,6028,55724,5915,4118,98758
far_call,3106,6047,55743,5915,4118,98758
far_call,3106,6066,55762,5915,4118,98758
far_call,3106,6085,55781,5915,4118,98758
far_call,3106,6104,55800,5915,4118,98758
far_call,3106,6123,55819,5915,4118,98758
far_call,3106,6142,55838,5915,4118,98758
far_call,3106,6161,55857,5915,4118,98758
far_call,3106,6180,55876,5915,4118,98758
far_call,3106,6199,55895,5915,4118,98758
far_call,3106,6218,55914,5915,4118,98758
far_call,3106,6237,55933,5915,4118,98758
far_call,3106,6256,55952,5915,4118,98758
far_call,3106,6275,55971,5915,4118,98758
far_call,3106,6294,55990,5915,4118,98758
far_call,3106,6313,56009,5915,4118,98758
far_call,3106,6332,56028,5915,4118,98758
far_call,3106,6351,56047,5915,4118,98758
far_call,3106,6370,56066,5915,4118,98758
far_call,3106,6389,56085,5915,4118,98758
far_call,3106,6408,56104,5915,4118,98758
far_call,3106,6427,56123,5915,4118,98758
far_call,3106,6446,56142,5915,4118,98758
far_call,3106,6465,56161,5915,4118,98758
far_call,3106,6484,56180,5915,4118,98758
far_call,3106,6505,56201,5915,4118,98758
far_call,3106,6526,56222,5915,4118,98758
far_call,3106,6547,56243,5915,4118,98758
far_call,3106,6568,56264,5915,4118,98758
far_call,3106,6591,56287,5915,4118,98758
far_call,3106,6610,56306,5915,4118,98758
far_call,3106,6629,56325,5915,4118,98758
far_call,3106,6650,56346,5915,4118,98758
far_call,3106,6671,56367,5915,4118,98758
far_call,3106,6692,56388,5915,4118,98758
far_call,3106,6713,56409,5915,4118,98758
far_call,3106,6734,56430,5915,4118,98758
far_call,3106,6755,56451,5915,4118,98758
far_call,3106,6776,56472,5915,4118,98758
far_call,3106,6797,56493,5915,4118,98758
far_call,3106,6816,56512,5915,4118,98758
far_call,3106,6835,56531,5915,4118,98758
far_call,3106,6854,56550,5915,4118,98758
far_call,3106,6873,56569,5915,4118,98758
far_call,3106,6892,56588,5915,4118,98758
far_call,3106,6911,56607,5915,4118,98758
far_call,3106,6931,56627,5915,4118,98758
far_call,3106,6951,56647,5915,4118,98758
far_call,3106,6970,56666,5915,4118,98758
near_jump,3106,6997,56693,3106,7036,56732
near_jump,3106,7034,56730,3106,7004,56700
far_call,3106,7047,56743,5915,4118,98758
far_call,3106,7066,56762,5915,4118,98758
far_call,3106,7085,56781,5915,4118,98758
far_call,3106,7104,56800,5915,4118,98758
far_call,3106,7123,56819,5915,4118,98758
far_call,3106,7142,56838,5915,4118,98758
far_call,3106,7161,56857,5915,4118,98758
far_call,3106,7180,56876,5915,4118,98758
far_call,3106,7199,56895,5915,4118,98758
far_call,3106,7218,56914,5915,4118,98758
far_call,3106,7237,56933,5915,4118,98758
far_call,3106,7256,56952,5915,4118,98758
far_call,3106,7275,56971,5915,4118,98758
far_call,3106,7294,56990,5915,4118,98758
far_call,3106,7313,57009,5915,4118,98758
far_call,3106,7332,57028,5915,4118,98758
far_call,3106,7351,57047,5915,4118,98758
far_call,3106,7370,57066,5915,4118,98758
far_call,3106,7389,57085,5915,4118,98758
far_call,3106,7408,57104,5915,4118,98758
far_call,3106,7419,57115,5915,3520,98160
near_jump,3106,7431,57127,3106,7439,57135
near_jump,3106,7437,57133,3106,7465,57161
near_jump,3106,7444,57140,3106,7465,57161
near_call,3106,7447,57143,3106,15908,65604
near_call,3106,7455,57151,3106,13912,63608
near_call,3106,7462,57158,3106,15326,65022
near_call,3106,7480,57176,3106,41750,91446
near_call,3106,7501,57197,3106,41750,91446
near_jump,3106,7522,57218,3106,7580,57276
near_jump,3106,7529,57225,3106,7549,57245
near_jump,3106,7536,57232,3106,7549,57245
near_call,3106,7543,57239,3106,40900,90596
near_jump,3106,7554,57250,3106,7580,57276
near_jump,3106,7561,57257,3106,7580,57276
near_call,3106,7574,57270,3106,22406,72102
near_jump,3106,7642,57338,3106,7719,57415
near_jump,3106,7649,57345,3106,7719,57415
near_jump,3106,7656,57352,3106,7719,57415
near_call,3106,7713,57409,3106,22678,72374
near_jump,3106,7724,57420,3106,7744,57440
near_jump,3106,7732,57428,3106,7744,57440
near_jump,3106,7749,57445,3106,7769,57465
near_jump,3106,7757,57453,3106,7769,57465
near_jump,3106,7783,57479,3106,7808,57504
near_jump,3106,7797,57493,3106,7836,57532
near_jump,3106,7805,57501,3106,7836,57532
near_jump,3106,22824,72520,3106,22831,72527
near_jump,3106,22475,72171,3106,22482,72178
near_jump,3106,41028,90724,3106,40934,90630
far_call,3106,41098,90794,5915,3700,98340
near_jump,3106,41110,90806,3106,41115,90811
near_jump,3106,41112,90808,3106,41744,91440
near_jump,5915,1901,96541,5915,1921,96561
near_jump,5915,1910,96550,5915,1921,96561
near_jump,5915,1919,96559,5915,1995,96635
near_jump,5915,1935,96575,5915,1995,96635
near_jump,5915,1940,96580,5915,1995,96635
near_jump,5915,1946,96586,5915,1975,96615
near_jump,5915,1973,96613,5915,1997,96637
near_jump,5915,2022,96662,5915,2060,96700
near_jump,5915,2034,96674,5915,2060,96700
near_call,5915,2038,96678,5915,2064,96704
near_jump,5915,2046,96686,5915,2060,96700
near_jump,5915,6984,101624,5915,6992,101632
near_jump,5915,3542,98182,5915,3549,98189
near_jump,5915,3549,98189,5915,1442,96082
near_jump,5915,4144,98784,5915,4243,98883
near_jump,5915,4151,98791,5915,4243,98883
near_jump,5915,4159,98799,5915,4165,98805
near_jump,5915,4175,98815,5915,4181,98821
near_jump,5915,4179,98819,5915,4243,98883
near_jump,5915,4243,98883,5915,1463,96103
near_jump,5915,3577,98217,5915,3651,98291
near_jump,5915,3583,98223,5915,3611,98251
near_jump,5915,3594,98234,5915,3671,98311
near_jump,5915,3601,98241,5915,3617,98257
near_jump,5915,3609,98249,5915,3651,98291
near_jump,5915,3615,98255,5915,3671,98311
near_jump,5915,3781,98421,5915,3792,98432
near_jump,5915,3790,98430,5915,3768,98408
near_jump,5915,3769,98409,5915,1463,96103
near_call,5915,3934,98574,5915,4101,98741
near_jump,5915,3944,98584,5915,3953,98593
near_jump,5915,3951,98591,5915,3956,98596
near_jump,5915,3963,98603,5915,3968,98608
near_jump,5915,3965,98605,5915,1463,96103
near_jump,5915,4380,99020,5915,4386,99026
near_jump,5915,4391,99031,5915,4404,99044
near_jump,5915,4402,99042,5915,4371,99011
near_jump,5915,4409,99049,5915,4523,99163
near_jump,5915,4437,99077,5915,4497,99137
near_jump,5915,4443,99083,5915,4521,99161
far_call,5915,4445,99085,5915,4672,99312
near_jump,5915,4453,99093,5915,4525,99165
near_jump,5915,4466,99106,5915,4471,99111
near_jump,5915,4485,99125,5915,4499,99139
near_jump,5915,4489,99129,5915,4516,99156
near_call,5915,4494,99134,5915,4532,99172
near_jump,5915,4497,99137,5915,4606,99246
near_jump,5915,1463,96103,5915,1472,96112
near_call,5915,1465,96105,5915,1482,96122
near_jump,5915,7110,101750,5915,7100,101740
near_jump,5915,7127,101767,5915,7141,101781
near_jump,5915,7132,101772,5915,7141,101781
near_jump,5915,7134,101774,5915,7142,101782
near_jump,5915,7139,101779,5915,7142,101782
near_jump,5915,5615,100255,5915,5626,100266
near_jump,5915,507,95147,5915,539,95179
near_call,5915,515,95155,5915,647,95287
near_call,5915,524,95164,5915,647,95287
near_jump,5915,533,95173,5915,539,95179
near_call,5915,545,95185,5915,647,95287
near_call,5915,554,95194,5915,647,95287
far_call,5915,557,95197,5915,742,95382
near_jump,5915,564,95204,5915,583,95223
near_jump,5915,570,95210,5915,583,95223
near_jump,5915,576,95216,5915,583,95223
near_call,5915,583,95223,5915,602,95242
near_jump,5915,589,95229,5915,598,95238
far_call,3106,1917,51613,5915,4118,98758
far_call,3106,1936,51632,5915,4118,98758
far_call,3106,1955,51651,5915,4118,98758
far_call,3106,1974,51670,5915,4118,98758
far_call,3106,1993,51689,5915,4118,98758
far_call,3106,2012,51708,5915,4118,98758
far_call,3106,2031,51727,5915,4118,98758
far_call,3106,2050,51746,5915,4118,98758
far_call,3106,2069,51765,5915,4118,98758
far_call,3106,2088,51784,5915,4118,98758
far_call,3106,2107,51803,5915,4118,98758
far_call,3106,2126,51822,5915,4118,98758
far_call,3106,2137,51833,5915,3520,98160
far_call,3106,4543,54239,5915,4118,98758
far_call,3106,4562,54258,5915,4118,98758
near_jump,3106,4639,54335,3106,4646,54342
near_jump,3106,4654,54350,3106,4587,54283
near_jump,3106,4699,54395,3106,4705,54401
far_call,5915,1416,96056,5915,4692,99332
near_jump,5915,1431,96071,5915,1436,96076
near_jump,5915,1018,95658,5915,1014,95654
near_jump,5915,1028,95668,5915,1033,95673
near_jump,5915,930,95570,5915,975,95615
near_jump,5915,934,95574,5915,975,95615
near_jump,5915,938,95578,5915,870,95510
near_jump,5915,942,95582,5915,947,95587
near_jump,5915,945,95585,5915,927,95567
near_jump,5915,904,95544,5915,900,95540
near_jump,5915,908,95548,5915,914,95554
near_jump,5915,912,95552,5915,869,95509
near_jump,5915,360,95000,5915,424,95064
near_jump,5915,370,95010,5915,424,95064
near_jump,5915,380,95020,5915,393,95033
near_jump,5915,389,95029,5915,424,95064
near_jump,5915,391,95031,5915,366,95006
near_jump,5915,703,95343,5915,237,94877
near_jump,0,32,32,0,38,38
far_call,0,159,159,3106,22924,72620
far_call,0,171,171,3106,9836,59532
near_jump,0,188,188,0,193,193
near_jump,0,190,190,0,32405,32405
near_call,5915,674,95314,5915,1349,95989
near_jump,5915,682,95322,5915,688,95328
near_call,5915,693,95333,5915,1349,95989
near_call,5915,1357,95997,5915,1306,95946
near_jump,5915,1362,96002,5915,1396,96036
near_jump,5915,1386,96026,5915,1392,96032
near_jump,5915,2333,96973,5915,2340,96980
near_jump,5915,2338,96978,5915,2342,96982
near_jump,5915,2100,96740,5915,2162,96802
near_jump,5915,2105,96745,5915,2120,96760
near_jump,5915,2118,96758,5915,2162,96802
near_jump,5915,2130,96770,5915,2162,96802
far_call,5915,2142,96782,5915,4352,98992
near_jump,5915,2153,96793,5915,2162,96802
near_jump,5915,2204,96844,5915,2214,96854
near_jump,5915,4690,99330,5915,4685,99325
near_jump,5915,4786,99426,5915,4823,99463
near_jump,5915,4902,99542,5915,5003,99643
near_call,5915,4904,99544,5915,5117,99757
near_jump,5915,4913,99553,5915,4918,99558
near_jump,5915,4925,99565,5915,5003,99643
near_jump,5915,4929,99569,5915,4940,99580
near_jump,5915,4936,99576,5915,4986,99626
near_jump,5915,4938,99578,5915,5003,99643
near_jump,5915,1717,96357,5915,1813,96453
near_jump,5915,1749,96389,5915,1784,96424
near_call,5915,1758,96398,5915,4352,98992
near_jump,5915,1775,96415,5915,1710,96350
near_jump,5915,1782,96422,5915,1813,96453
near_call,5915,1721,96361,5915,1818,96458
near_jump,5915,1730,96370,5915,1689,96329
near_jump,5915,5390,100030,5915,5387,100027
near_jump,5915,5394,100034,5915,5387,100027
near_jump,5915,5399,100039,5915,5405,100045
